C-TUM_ICD10_3ST-0;C-BERJ-0;C-BUNDESLAND-0;C-KRE_GESCHLECHT-0;F-KRE
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-5;GESCHLECHT-2;13
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-6;GESCHLECHT-1;66
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-6;GESCHLECHT-2;37
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-7;GESCHLECHT-1;33
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-7;GESCHLECHT-2;17
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-8;GESCHLECHT-1;9
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-8;GESCHLECHT-2;7
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-9;GESCHLECHT-1;97
TUM_ICD10_3ST-C22;BERJ-1994;BUNDESLAND-9;GESCHLECHT-2;59
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-1;GESCHLECHT-1;20
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-1;GESCHLECHT-2;9
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-2;GESCHLECHT-1;25
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-2;GESCHLECHT-2;10
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-3;GESCHLECHT-1;84
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-3;GESCHLECHT-2;46
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-4;GESCHLECHT-1;72
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-4;GESCHLECHT-2;36
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-5;GESCHLECHT-1;14
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-5;GESCHLECHT-2;16
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-6;GESCHLECHT-1;64
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-6;GESCHLECHT-2;37
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-7;GESCHLECHT-1;24
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-7;GESCHLECHT-2;18
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-8;GESCHLECHT-1;10
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-8;GESCHLECHT-2;5
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-9;GESCHLECHT-1;112
TUM_ICD10_3ST-C22;BERJ-1995;BUNDESLAND-9;GESCHLECHT-2;60
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-1;GESCHLECHT-1;20
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-1;GESCHLECHT-2;7
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-2;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-2;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-3;GESCHLECHT-1;88
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-3;GESCHLECHT-2;49
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-4;GESCHLECHT-1;87
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-4;GESCHLECHT-2;32
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-5;GESCHLECHT-1;20
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-5;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-6;GESCHLECHT-1;70
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-6;GESCHLECHT-2;36
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-7;GESCHLECHT-1;30
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-7;GESCHLECHT-2;13
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-8;GESCHLECHT-1;15
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-8;GESCHLECHT-2;9
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-9;GESCHLECHT-1;116
TUM_ICD10_3ST-C22;BERJ-1996;BUNDESLAND-9;GESCHLECHT-2;76
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-1;GESCHLECHT-1;29
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-1;GESCHLECHT-2;11
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-2;GESCHLECHT-1;31
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-2;GESCHLECHT-2;16
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-3;GESCHLECHT-1;103
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-3;GESCHLECHT-2;45
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-4;GESCHLECHT-1;87
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-4;GESCHLECHT-2;35
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-5;GESCHLECHT-1;26
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-5;GESCHLECHT-2;16
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-6;GESCHLECHT-1;52
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-6;GESCHLECHT-2;36
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-7;GESCHLECHT-1;24
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-7;GESCHLECHT-2;12
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-8;GESCHLECHT-1;10
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-8;GESCHLECHT-2;5
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-9;GESCHLECHT-1;118
TUM_ICD10_3ST-C22;BERJ-1997;BUNDESLAND-9;GESCHLECHT-2;82
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-1;GESCHLECHT-1;23
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-1;GESCHLECHT-2;10
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-2;GESCHLECHT-1;34
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-2;GESCHLECHT-2;28
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-3;GESCHLECHT-1;111
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-3;GESCHLECHT-2;40
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-4;GESCHLECHT-1;93
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-4;GESCHLECHT-2;42
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-5;GESCHLECHT-1;21
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-5;GESCHLECHT-2;9
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-6;GESCHLECHT-1;53
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-6;GESCHLECHT-2;39
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-7;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-7;GESCHLECHT-2;18
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-8;GESCHLECHT-1;16
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-8;GESCHLECHT-2;8
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-9;GESCHLECHT-1;112
TUM_ICD10_3ST-C22;BERJ-1998;BUNDESLAND-9;GESCHLECHT-2;70
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-1;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-1;GESCHLECHT-2;9
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-2;GESCHLECHT-1;29
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-2;GESCHLECHT-2;22
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-3;GESCHLECHT-1;115
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-3;GESCHLECHT-2;51
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-4;GESCHLECHT-1;74
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-4;GESCHLECHT-2;37
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-5;GESCHLECHT-1;23
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-5;GESCHLECHT-2;10
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-6;GESCHLECHT-1;61
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-6;GESCHLECHT-2;42
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-7;GESCHLECHT-1;28
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-7;GESCHLECHT-2;22
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-8;GESCHLECHT-1;14
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-8;GESCHLECHT-2;5
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-9;GESCHLECHT-1;117
TUM_ICD10_3ST-C22;BERJ-1999;BUNDESLAND-9;GESCHLECHT-2;77
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-1;GESCHLECHT-1;29
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-1;GESCHLECHT-2;17
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-2;GESCHLECHT-1;32
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-2;GESCHLECHT-2;19
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-3;GESCHLECHT-1;116
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-3;GESCHLECHT-2;66
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-4;GESCHLECHT-1;101
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-4;GESCHLECHT-2;39
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-5;GESCHLECHT-1;22
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-5;GESCHLECHT-2;13
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-6;GESCHLECHT-1;68
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-6;GESCHLECHT-2;36
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-7;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-7;GESCHLECHT-2;16
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-8;GESCHLECHT-1;18
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-8;GESCHLECHT-2;3
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-9;GESCHLECHT-1;100
TUM_ICD10_3ST-C22;BERJ-2000;BUNDESLAND-9;GESCHLECHT-2;57
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-1;GESCHLECHT-1;37
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-1;GESCHLECHT-2;5
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-2;GESCHLECHT-1;49
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-2;GESCHLECHT-2;25
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-3;GESCHLECHT-1;135
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-3;GESCHLECHT-2;60
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-4;GESCHLECHT-1;98
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-4;GESCHLECHT-2;49
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-5;GESCHLECHT-1;34
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-5;GESCHLECHT-2;7
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-6;GESCHLECHT-1;90
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-6;GESCHLECHT-2;37
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-7;GESCHLECHT-1;43
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-7;GESCHLECHT-2;22
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-8;GESCHLECHT-1;17
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-8;GESCHLECHT-2;5
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-9;GESCHLECHT-1;112
TUM_ICD10_3ST-C22;BERJ-2001;BUNDESLAND-9;GESCHLECHT-2;65
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-1;GESCHLECHT-1;28
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-1;GESCHLECHT-2;11
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-2;GESCHLECHT-1;49
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-2;GESCHLECHT-2;26
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-3;GESCHLECHT-1;119
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-3;GESCHLECHT-2;67
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-4;GESCHLECHT-1;102
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-4;GESCHLECHT-2;54
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-5;GESCHLECHT-1;24
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-5;GESCHLECHT-2;6
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-6;GESCHLECHT-1;67
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-6;GESCHLECHT-2;34
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-7;GESCHLECHT-1;38
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-7;GESCHLECHT-2;14
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-8;GESCHLECHT-1;17
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-8;GESCHLECHT-2;9
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-9;GESCHLECHT-1;123
TUM_ICD10_3ST-C22;BERJ-2002;BUNDESLAND-9;GESCHLECHT-2;64
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-1;GESCHLECHT-1;23
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-1;GESCHLECHT-2;9
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-2;GESCHLECHT-1;39
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-2;GESCHLECHT-2;40
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-3;GESCHLECHT-1;130
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-3;GESCHLECHT-2;39
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-4;GESCHLECHT-1;102
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-4;GESCHLECHT-2;64
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-5;GESCHLECHT-1;35
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-5;GESCHLECHT-2;13
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-6;GESCHLECHT-1;88
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-6;GESCHLECHT-2;50
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-7;GESCHLECHT-1;42
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-7;GESCHLECHT-2;25
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-8;GESCHLECHT-1;15
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-8;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-9;GESCHLECHT-1;136
TUM_ICD10_3ST-C22;BERJ-2003;BUNDESLAND-9;GESCHLECHT-2;85
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-1;GESCHLECHT-1;27
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-1;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-2;GESCHLECHT-1;55
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-2;GESCHLECHT-2;27
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-3;GESCHLECHT-1;158
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-3;GESCHLECHT-2;57
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-4;GESCHLECHT-1;109
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-4;GESCHLECHT-2;40
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-5;GESCHLECHT-1;27
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-5;GESCHLECHT-2;14
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-6;GESCHLECHT-1;70
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-6;GESCHLECHT-2;32
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-7;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-7;GESCHLECHT-2;14
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-8;GESCHLECHT-1;14
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-8;GESCHLECHT-2;10
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-9;GESCHLECHT-1;150
TUM_ICD10_3ST-C22;BERJ-2004;BUNDESLAND-9;GESCHLECHT-2;72
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-1;GESCHLECHT-1;31
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-1;GESCHLECHT-2;9
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-2;GESCHLECHT-1;51
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-2;GESCHLECHT-2;24
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-3;GESCHLECHT-1;115
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-3;GESCHLECHT-2;57
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-4;GESCHLECHT-1;102
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-4;GESCHLECHT-2;47
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-5;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-5;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-6;GESCHLECHT-1;84
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-6;GESCHLECHT-2;38
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-7;GESCHLECHT-1;38
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-7;GESCHLECHT-2;17
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-8;GESCHLECHT-1;18
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-8;GESCHLECHT-2;8
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-9;GESCHLECHT-1;143
TUM_ICD10_3ST-C22;BERJ-2005;BUNDESLAND-9;GESCHLECHT-2;81
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-1;GESCHLECHT-1;31
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-1;GESCHLECHT-2;9
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-2;GESCHLECHT-1;50
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-2;GESCHLECHT-2;13
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-3;GESCHLECHT-1;117
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-3;GESCHLECHT-2;60
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-4;GESCHLECHT-1;110
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-4;GESCHLECHT-2;51
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-5;GESCHLECHT-1;41
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-5;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-6;GESCHLECHT-1;89
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-6;GESCHLECHT-2;42
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-7;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-7;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-8;GESCHLECHT-1;23
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-8;GESCHLECHT-2;10
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-9;GESCHLECHT-1;121
TUM_ICD10_3ST-C22;BERJ-2006;BUNDESLAND-9;GESCHLECHT-2;83
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-1;GESCHLECHT-1;31
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-1;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-2;GESCHLECHT-1;57
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-2;GESCHLECHT-2;23
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-3;GESCHLECHT-1;126
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-3;GESCHLECHT-2;56
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-4;GESCHLECHT-1;120
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-4;GESCHLECHT-2;43
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-5;GESCHLECHT-1;29
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-5;GESCHLECHT-2;10
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-6;GESCHLECHT-1;94
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-6;GESCHLECHT-2;51
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-7;GESCHLECHT-1;51
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-7;GESCHLECHT-2;22
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-8;GESCHLECHT-1;23
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-8;GESCHLECHT-2;11
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-9;GESCHLECHT-1;95
TUM_ICD10_3ST-C22;BERJ-2007;BUNDESLAND-9;GESCHLECHT-2;71
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-1;GESCHLECHT-1;20
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-1;GESCHLECHT-2;4
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-2;GESCHLECHT-1;56
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-2;GESCHLECHT-2;25
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-3;GESCHLECHT-1;123
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-3;GESCHLECHT-2;50
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-4;GESCHLECHT-1;107
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-4;GESCHLECHT-2;35
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-5;GESCHLECHT-1;30
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-5;GESCHLECHT-2;20
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-6;GESCHLECHT-1;96
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-6;GESCHLECHT-2;37
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-7;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-7;GESCHLECHT-2;17
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-8;GESCHLECHT-1;13
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-8;GESCHLECHT-2;11
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-9;GESCHLECHT-1;117
TUM_ICD10_3ST-C22;BERJ-2008;BUNDESLAND-9;GESCHLECHT-2;67
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-1;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-1;GESCHLECHT-2;14
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-2;GESCHLECHT-1;56
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-2;GESCHLECHT-2;18
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-3;GESCHLECHT-1;128
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-3;GESCHLECHT-2;56
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-4;GESCHLECHT-1;116
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-4;GESCHLECHT-2;44
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-5;GESCHLECHT-1;36
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-5;GESCHLECHT-2;13
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-6;GESCHLECHT-1;94
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-6;GESCHLECHT-2;59
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-7;GESCHLECHT-1;47
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-7;GESCHLECHT-2;19
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-8;GESCHLECHT-1;22
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-8;GESCHLECHT-2;11
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-9;GESCHLECHT-1;138
TUM_ICD10_3ST-C22;BERJ-2009;BUNDESLAND-9;GESCHLECHT-2;81
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-1;GESCHLECHT-1;34
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-1;GESCHLECHT-2;11
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-2;GESCHLECHT-1;37
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-2;GESCHLECHT-2;26
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-3;GESCHLECHT-1;133
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-3;GESCHLECHT-2;51
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-4;GESCHLECHT-1;125
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-4;GESCHLECHT-2;51
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-5;GESCHLECHT-1;30
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-5;GESCHLECHT-2;15
TUM_ICD10_3ST-C22;BERJ-2010;BUNDESLAND-6;GESCHLECHT-1;80
